rank,target,ref,signal_type,counter_trade,use_excess_return,threshold_width,hold_days,start_days,sma_period,correlation,other_message,trade_count,long_count,short_count,win_rate,total_profit,positive_year_ratio,worst_year_profit,average_pct,std_pct,t_value,average_long_pct,average_short_pct
1646,USD_JPY,AUD_NZD,change,False,False,1.0,20,1,50,0.162798861,,207,95,112,56.038647343,74.592183420,80.000000000,-18.122438880,0.318125380,2.656247838,1.723117517,0.609388027,0.071072242
1647,EUR_CHF,SILVER_USD,bb,True,False,1.0,20,1,15,-0.017772834,,252,119,133,51.190476190,0.639187705,73.333333333,-0.020009162,0.192628427,1.774718236,1.723023644,0.190956165,0.194124662
1648,TRY_JPY,GBP_USD,bb,True,False,2.5,20,1,15,0.019974265,,37,18,19,59.459459459,44.433242892,66.666666667,-8.321783452,1.364991977,4.821290873,1.722136721,2.224984355,0.550262357
1649,OIL_USD,AUD_USD,change,False,False,1.0,20,1,100,0.122011611,,208,116,92,55.288461538,126.090000000,60.000000000,-28.610000000,1.094030648,9.163013288,1.721959131,1.580194840,0.481041015
1650,USD_CHF,UK100_Futures,change,True,False,1.0,20,1,50,-0.059260729,,231,98,133,57.142857143,0.905010756,86.666666667,-0.133062753,0.367319034,3.242210733,1.721901022,0.521871994,0.253437905
1651,GBP_CHF,EUR_USD,bb,False,False,1.0,20,1,100,0.069029519,,149,88,61,54.362416107,1.050271847,60.000000000,-0.186534900,0.382972395,2.715015540,1.721822129,0.242392009,0.585776886
1652,USD_CHF,SILVER_USD,bb,True,False,1.5,20,1,10,-0.033467951,,232,108,124,57.327586207,0.711383692,66.666666667,-0.176954493,0.323456199,2.862256370,1.721277692,0.351600390,0.298943516
1653,EUR_NZD,EUR_NZD,bb,True,False,2.0,20,1,10,-0.039501687,,131,64,67,55.725190840,1.224410000,73.333333333,-0.110110000,0.494829415,3.290852103,1.721007613,0.513920334,0.476593313
1654,TRY_JPY,GBP_JPY,change,False,False,1.0,20,1,50,0.028588439,,223,122,101,57.399103139,108.599975811,66.666666667,-12.390627890,0.630192011,5.468780133,1.720817687,2.182567280,-1.244954354
1655,GBP_CHF,EUR_USD,bb,False,False,1.5,20,1,10,0.051017404,,234,123,111,59.401709402,1.234112168,80.000000000,-0.228278266,0.278052583,2.471874974,1.720712689,0.450359422,0.087117977
1656,EUR_CHF,AUD_USD,bb,True,False,2.5,20,1,15,-0.030450155,,37,22,15,56.756756757,0.208294409,64.285714286,-0.032746408,0.455469317,1.610293155,1.720501441,0.603850772,0.237843182
1657,GBP_JPY,EUR_GBP,bb,False,False,1.5,20,1,10,0.065617073,,239,123,116,56.066945607,120.937250697,73.333333333,-22.881633704,0.368160646,3.308894534,1.720098783,0.570482843,0.153629351
1658,AUD_NZD,EUR_JPY,stoch,True,False,30.0,20,1,100,-0.069597256,,140,47,93,54.285714286,0.529548814,80.000000000,-0.049517812,0.317577126,2.184673958,1.719992683,0.725556105,0.111394200
1659,USD_CHF,EUR_CHF,bb,True,False,2.5,20,1,50,-0.144472677,,39,27,12,69.230769231,0.485105365,86.666666667,-0.085841744,1.228014930,4.460528569,1.719291932,0.945222653,1.864297553
1660,OIL_USD,USD_CHF,bb,True,False,1.0,20,1,100,-0.052377428,,148,90,58,52.702702703,146.660000000,53.333333333,-22.890000000,1.337128605,9.463151600,1.718969772,0.874176389,2.055502733
1661,EUR_AUD,USD_CHF,stoch,False,False,30.0,20,1,100,0.010226254,,132,55,77,55.303030303,0.999871880,66.666666667,-0.140096164,0.437660877,2.925340596,1.718890667,0.438125056,0.437329320
1662,GOLD_USD,NZD_USD,bb,True,False,2.0,20,1,10,-0.019491449,,131,68,63,51.908396947,1096.000000000,60.000000000,-118.900000000,0.811182789,5.401540408,1.718845123,1.402948534,0.172451510
1663,USD_JPY,EUR_CHF,bb,True,False,1.5,20,1,50,-0.131337099,,127,70,57,56.692913386,54.425372400,66.666666667,-14.814371680,0.393243050,2.578309864,1.718809742,0.452890946,0.319991249
1664,TRY_JPY,USSPX500_Futures,bb,False,False,1.0,20,1,10,0.026287564,,293,158,135,50.853242321,138.365075224,80.000000000,-7.222675294,0.549238578,5.469820295,1.718785916,1.943439902,-1.082493342
1665,TRY_JPY,AUD_JPY,bb,False,False,2.0,20,1,15,0.057189382,,139,71,68,58.992805755,128.493706817,66.666666667,-11.245276647,0.893884418,6.133208837,1.718308009,2.685396744,-0.976665216
1666,GBP_AUD,AUD_JPY,bb,False,False,1.0,20,1,50,0.101433700,,188,113,75,56.914893617,1.441261134,80.000000000,-0.313364264,0.393390355,3.139288832,1.718190675,0.375153420,0.420867338
1667,AUD_JPY,CHF_JPY,di,True,False,20.0,20,1,10,-0.035222466,,194,93,101,56.701030928,88.179441691,73.333333333,-5.781887332,0.536266291,4.347421459,1.718104671,0.980648175,0.127082971
1668,US30_Futures,EUR_USD,di,False,False,20.0,20,1,15,0.035504151,,112,61,51,53.571428571,6394.900000000,57.142857143,-2650.000000000,0.636196144,3.919540757,1.717769388,0.976312188,0.229390680
1669,EUR_GBP,USSPX500_Futures,bb,True,False,1.0,20,1,200,-0.116494063,,150,40,110,57.333333333,0.392342656,73.333333333,-0.091752047,0.340188801,2.426139324,1.717314767,0.740249552,0.194712164
1670,EUR_GBP,TRY_JPY,bb,True,False,1.0,20,1,100,-0.080633894,,159,87,72,56.603773585,0.372461030,60.000000000,-0.054458841,0.285239477,2.094636469,1.717115596,0.397912370,0.149093065
1671,AUD_JPY,NZD_JPY,bb,True,False,2.5,20,1,15,-0.060554855,,48,32,16,60.416666667,32.412375296,60.000000000,-8.061530544,1.011588835,4.082405873,1.716755573,0.987667538,1.059431428
1672,TRY_JPY,OIL_USD,stoch,False,False,30.0,20,1,50,-0.006787397,,171,104,67,55.555555556,93.819526173,60.000000000,-6.475086045,0.705956830,5.377632503,1.716663128,1.965899997,-1.249775849
1673,USD_JPY,GBP_CHF,change,False,False,1.0,20,1,200,0.021781586,,192,78,114,51.041666667,61.534765560,66.666666667,-11.985147800,0.330614578,2.668667870,1.716635488,0.651702856,0.110922598
1674,AUD_JPY,NZD_JPY,bb,True,False,2.0,20,1,50,-0.046110349,,95,39,56,53.684210526,43.119897309,60.000000000,-12.251770468,0.639759895,3.633194075,1.716288203,1.448543270,0.076500045
1675,GBP_USD,GOLD_USD,bb,False,False,2.0,20,1,50,0.011095005,,84,56,28,52.380952381,0.639174406,60.000000000,-0.155255936,0.471194225,2.516660575,1.715990804,0.130148708,1.153285258
1676,NZD_USD,EUR_JPY,sma,False,False,1.0,20,1,10,0.013208049,,224,118,106,55.803571429,0.623680222,73.333333333,-0.105128543,0.441844295,3.854569015,1.715605520,0.445411002,0.437873809
1677,UK100_Futures,GOLD_USD,bb,True,False,2.0,20,1,10,-0.055488324,,143,70,73,56.643356643,5928.000000000,73.333333333,-704.500000000,0.703213713,4.902477724,1.715298551,1.161703820,0.263565665
1678,AUD_NZD,NZD_JPY,bb,True,False,2.5,20,1,15,-0.004801732,,48,32,16,72.916666667,0.273692184,66.666666667,-0.100509313,0.532932537,2.153294271,1.714705218,0.538631840,0.521533929
1679,GBP_CHF,EUR_USD,stoch,False,False,30.0,20,1,50,0.079472663,,170,87,83,52.352941176,1.066663130,73.333333333,-0.091821651,0.366606660,2.787905561,1.714536572,0.388862682,0.343278059
1680,GOLD_USD,NQ100_Futures,bb,False,False,1.0,20,1,100,0.005354002,,163,112,51,51.533742331,704.100000000,60.000000000,-405.700000000,0.687622589,5.120478663,1.714483764,1.094226380,-0.205311226
1681,GBP_USD,AUD_JPY,bb,False,False,1.5,20,1,50,0.037434654,,132,75,57,56.060606061,0.904035969,66.666666667,-0.066423160,0.386514230,2.590180491,1.714440529,0.569324745,0.145974078
1682,GBP_JPY,EUR_CHF,bb,False,False,1.0,20,1,15,-0.049145275,,258,126,132,55.813953488,140.452716893,73.333333333,-11.929349712,0.323151007,3.028135248,1.714115566,0.741396679,-0.076083497
1683,USD_CHF,GBP_AUD,di,False,False,20.0,20,1,15,0.095445129,,127,58,69,56.692913386,0.589021746,66.666666667,-0.227910103,0.495214990,3.255953828,1.714025998,0.830701139,0.213212140
1684,CAD_JPY,EUR_CHF,sma,False,False,1.0,20,1,15,-0.015760247,,72,32,40,59.722222222,47.327394710,50.000000000,-5.939318920,0.743508497,3.681195523,1.713812474,0.319367870,1.082820999
1685,OIL_USD,EUR_CHF,bb,False,False,2.0,20,1,100,0.085757139,,57,22,35,57.894736842,95.070000000,66.666666667,-11.560000000,2.450095917,10.793838614,1.713738660,3.058980423,2.067368514
1686,EUR_JPY,EUR_GBP,bb,False,False,2.0,20,1,100,0.055718997,,67,31,36,56.716417910,66.507271096,73.333333333,-5.466926720,0.726756519,3.471502520,1.713597630,0.411750431,0.998011762
1687,US30_Futures,EUR_GBP,bb,False,False,1.5,20,1,15,0.057609645,,191,101,90,53.926701571,11444.800000000,71.428571429,-1952.000000000,0.558893419,4.508069137,1.713385596,0.653743628,0.452450407
1688,USD_CHF,SILVER_USD,stoch,True,False,30.0,20,1,50,-0.001432506,,156,75,81,51.282051282,0.759960664,66.666666667,-0.095714504,0.394716746,2.877698327,1.713178387,0.346777733,0.439104721
1689,UK100_Futures,SILVER_USD,sma,True,False,1.0,20,1,15,-0.065796107,,278,132,146,52.517985612,6436.500000000,80.000000000,-658.000000000,0.464546578,4.521575823,1.713017680,0.596217007,0.345502081
1690,NQ100_Futures,GBP_CHF,bb,True,False,2.0,20,1,15,-0.048953270,,137,71,66,53.284671533,2652.520000000,66.666666667,-756.800000000,0.992948872,6.784819080,1.712966615,1.166764367,0.805965537
1691,AUD_USD,GBP_AUD,stoch,True,False,30.0,20,1,200,-0.049900686,,121,79,42,58.677685950,0.423053994,60.000000000,-0.280612599,0.550751198,3.537186703,1.712734917,0.682943698,0.302103400
1692,USD_CAD,CBOE_Volatility_Index,bb,False,False,2.0,20,1,100,0.076833458,,48,37,11,54.166666667,0.355061372,86.666666667,-0.080665989,0.672336768,2.720257482,1.712369435,0.763151454,0.366869189
1693,USD_JPY,GOLD_USD,sma,True,False,1.0,20,1,50,0.020737806,,230,100,130,53.478260870,69.352811420,66.666666667,-9.319585040,0.289067969,2.560308841,1.712267184,0.517297547,0.113506755
1694,EUR_AUD,COPPER_USD,di,True,False,20.0,20,1,15,0.027350814,,142,71,71,57.746478873,0.948665014,60.000000000,-0.128476911,0.430330313,2.995047568,1.712152277,0.439528486,0.421132141
1695,EUR_JPY,EUR_USD,bb,False,False,2.0,20,1,50,0.013392455,,88,50,38,57.954545455,66.578210056,66.666666667,-9.714133824,0.565778900,3.099952673,1.712115344,0.576331586,0.551893786
1696,GOLD_USD,AUD_NZD,bb,True,False,2.5,20,1,15,0.015565998,,41,24,17,60.975609756,628.800000000,53.333333333,-64.400000000,1.516685017,5.672546593,1.712021652,1.399113467,1.682668382
1697,GOLD_USD,COPPER_USD,change,False,False,1.0,20,1,200,-0.021764957,,205,115,90,53.658536585,1435.900000000,80.000000000,-33.000000000,0.608013992,5.085479845,1.711821855,1.193826053,-0.140523641
1698,EUR_USD,AUD_USD,stoch,False,False,30.0,20,1,100,0.077516203,,134,85,49,60.447761194,0.662657669,73.333333333,-0.153553805,0.418982189,2.833887125,1.711454716,0.413990529,0.427641191
1699,CAD_JPY,USSPX500_Futures,stoch,False,False,30.0,20,1,10,-0.006633925,,278,157,121,55.035971223,87.726751090,66.666666667,-8.566078285,0.322273616,3.139688043,1.711435952,0.364540652,0.267431264
1700,GBP_AUD,OIL_USD,bb,False,False,2.0,20,1,10,0.019448824,,119,54,65,57.142857143,0.856221185,60.000000000,-0.275493522,0.476404453,3.036717946,1.711373633,0.242934017,0.670364507
1701,GOLD_USD,USD_CAD,change,True,False,1.0,20,1,200,-0.019751588,,187,106,81,58.823529412,1190.600000000,80.000000000,-57.900000000,0.625166924,4.996659754,1.710948818,1.356411155,-0.331769972
1702,US30_Futures,ZAR_JPY,bb,False,False,2.0,20,1,100,0.023678053,,54,25,29,57.407407407,5572.300000000,71.428571429,-1580.000000000,0.881841089,3.787581523,1.710902344,1.707226304,0.170302110
1703,USD_JPY,USSPX500_Futures,stoch,False,False,30.0,20,1,200,0.052444523,,132,110,22,57.575757576,49.170817680,64.285714286,-15.323864640,0.382493562,2.568650221,1.710827118,0.427629558,0.156813579
1704,EUR_GBP,USSPX500_Futures,bb,True,False,1.5,20,1,50,-0.056643456,,138,55,83,57.246376812,0.358955046,60.000000000,-0.018472659,0.323614998,2.222331785,1.710642612,0.284416482,0.349589918
1705,EUR_GBP,EUR_AUD,bb,False,False,2.0,20,1,15,-0.013824848,,157,81,76,55.414012739,0.363198349,80.000000000,-0.070189687,0.297212197,2.177125276,1.710539210,0.183869813,0.418011316
1706,GBP_JPY,AUD_NZD,sma,False,False,1.0,20,1,50,0.200867989,,186,87,99,53.225806452,140.239327828,80.000000000,-23.846868092,0.440634959,3.514264476,1.710019174,0.740609412,0.177021046
1707,OIL_USD,UK100_Futures,stoch,False,False,30.0,20,1,100,0.079749899,,131,93,38,52.671755725,109.020000000,60.000000000,-25.200000000,1.562803050,10.461553608,1.709793702,1.763490549,1.071646802
1708,EUR_JPY,GOLD_USD,sma,False,False,1.0,20,1,200,0.033960287,,197,140,57,57.868020305,99.244099028,73.333333333,-11.965187696,0.416386626,3.418625465,1.709536438,0.433406474,0.374583493
1709,COPPER_USD,EUR_USD,bb,False,False,2.5,20,1,50,0.054176063,,39,21,18,51.282051282,2.306500000,73.333333333,-0.257000000,2.286961931,8.354416821,1.709523595,2.584280248,1.940090561
1710,TRY_JPY,GBP_JPY,bb,False,False,1.0,20,1,50,0.010465518,,184,101,83,54.347826087,95.813924298,66.666666667,-16.176547688,0.672262018,5.334799297,1.709343722,2.394432542,-1.423391270
1711,EUR_CHF,GBP_CHF,bb,True,False,1.5,20,1,50,-0.092219663,,141,71,70,51.063829787,0.513136272,73.333333333,-0.064820029,0.290576755,2.018759547,1.709172250,0.333064044,0.247482505
1712,AUD_USD,GBP_JPY,bb,True,False,2.0,20,1,15,-0.078792543,,152,77,75,55.921052632,0.652879098,80.000000000,-0.111098688,0.531562397,3.835145402,1.708811708,0.520154711,0.543274288
1713,EUR_USD,CBOE_Volatility_Index,bb,True,False,1.5,20,1,200,-0.068574015,,76,32,44,57.894736842,0.493229739,73.333333333,-0.115755489,0.535395487,2.731563050,1.708717520,0.099517702,0.852397512
1714,USSPX500_Futures,SILVER_USD,bb,True,False,1.5,20,1,15,-0.043317958,,206,92,114,53.398058252,1170.040000000,60.000000000,-195.750000000,0.558961801,4.695163907,1.708696704,0.828418770,0.341505300
1715,GBP_CHF,USD_CHF,bb,True,False,1.0,20,1,200,-0.154053740,,141,98,43,52.482269504,1.014455370,66.666666667,-0.108043876,0.437881102,3.043466839,1.708429981,0.259438357,0.844564567
1716,GBP_JPY,EUR_USD,stoch,False,False,30.0,20,1,100,0.040428597,,138,78,60,52.173913043,124.335673288,60.000000000,-17.254843000,0.473245438,3.255993244,1.707428335,0.749894528,0.113601621
1717,USD_JPY,USSPX500_Futures,sma,False,False,1.0,20,1,200,0.030615924,,200,134,66,57.500000000,62.494464000,66.666666667,-11.366395120,0.307383275,2.546051244,1.707371750,0.418137594,0.082518447
1718,TRY_JPY,AUD_USD,bb,False,False,2.0,20,1,15,0.058694787,,143,76,67,51.748251748,142.302878586,66.666666667,-16.464119278,0.915112096,6.411059505,1.706917404,2.237023312,-0.584369284
1719,OIL_USD,GBP_AUD,bb,True,False,1.0,20,1,50,-0.075989730,,179,102,77,58.659217877,158.420000000,66.666666667,-42.920000000,1.257816759,9.860420771,1.706665638,1.831500964,0.497871448
1720,GBP_USD,GOLD_USD,sma,False,False,1.0,20,1,200,0.027895620,,197,140,57,55.837563452,0.927126410,60.000000000,-0.133367835,0.312364921,2.568965850,1.706620815,0.193712073,0.603792970
1721,GBP_CHF,COPPER_USD,di,False,False,20.0,20,1,10,0.022102068,,200,105,95,55.500000000,1.155991632,60.000000000,-0.083016340,0.291198045,2.413091972,1.706591501,0.264816448,0.320356653
1722,AUD_JPY,USD_JPY,change,True,False,1.0,20,1,100,-0.096300577,,213,109,104,53.990610329,94.063967908,73.333333333,-6.767923728,0.510423337,4.365531597,1.706409216,1.209321115,-0.222075296
1723,GBP_JPY,COPPER_USD,stoch,False,False,30.0,20,1,50,0.097979679,,162,94,68,53.703703704,115.029817644,66.666666667,-21.935716756,0.446131048,3.328254732,1.706095736,0.617251275,0.209582498
1724,CAD_JPY,UK100_Futures,bb,False,False,1.0,20,1,100,0.036668044,,165,97,68,56.363636364,69.135495110,53.333333333,-9.065931200,0.450931815,3.395569224,1.705847728,0.541738209,0.321399166
1725,NZD_USD,COPPER_USD,bb,True,False,2.0,20,1,10,0.007532835,,134,66,68,50.746268657,0.363992348,73.333333333,-0.054264046,0.508698438,3.454076799,1.704828957,0.652971710,0.368668497
1726,TRY_JPY,NZD_JPY,bb,False,False,1.5,20,1,200,0.001320082,,97,70,27,58.762886598,82.081354342,60.000000000,-11.867609061,1.021710238,5.902804941,1.704728336,1.663152347,-0.641287821
1727,EUR_USD,TRY_JPY,change,True,False,1.0,20,1,100,-0.022180609,,218,122,96,52.752293578,0.848643238,66.666666667,-0.126311303,0.321654315,2.787811681,1.703547296,0.301755270,0.346942685
1728,EUR_USD,GBP_JPY,di,False,False,20.0,20,1,15,-0.016990416,,136,68,68,52.205882353,0.715564748,73.333333333,-0.082107242,0.404928942,2.772201164,1.703427020,0.254135711,0.555722173
1729,GOLD_USD,EUR_CHF,sma,False,False,1.0,20,1,15,0.041514102,,71,32,39,53.521126761,850.300000000,91.666666667,-42.200000000,1.141230482,5.645671482,1.703283479,1.688978693,0.691796052
1730,USD_CHF,UK100_Futures,bb,True,False,2.0,20,1,50,-0.086563942,,83,46,37,56.626506024,0.391304161,66.666666667,-0.138587165,0.502219086,2.686417945,1.703172670,0.895251491,0.013584204
1731,UK100_Futures,USD_CAD,di,False,False,20.0,20,1,15,0.021651512,,109,56,53,54.128440367,3790.500000000,73.333333333,-977.000000000,0.729337429,4.470879119,1.703134016,1.253329716,0.175685202
1732,AUD_USD,EUR_USD,bb,False,False,1.5,20,1,100,0.094230970,,114,67,47,53.508771930,0.533734933,66.666666667,-0.084796888,0.576941490,3.617356784,1.702914533,0.568326127,0.589222966
1733,OIL_USD,US30_Futures,bb,False,False,1.5,20,1,50,0.064413410,,126,76,50,54.761904762,115.850000000,57.142857143,-20.510000000,1.527356440,10.068177361,1.702843812,1.113838994,2.155902957
1734,USD_CAD,EUR_AUD,bb,False,False,2.0,20,1,200,0.032908317,,50,24,26,62.000000000,0.374350826,76.923076923,-0.164991069,0.720774304,2.993296528,1.702685963,1.023433177,0.441396883
1735,OIL_USD,AUD_JPY,bb,False,False,1.5,20,1,15,0.046627729,,213,113,100,55.399061033,168.940000000,60.000000000,-22.480000000,1.070649632,9.177534413,1.702594210,1.423588196,0.671829054
1736,USD_CHF,EUR_CHF,bb,True,False,1.0,20,1,100,-0.151058957,,151,84,67,62.251655629,0.733745541,73.333333333,-0.137338546,0.435871913,3.146508146,1.702231009,0.214408243,0.713527858
1737,CAD_JPY,OIL_USD,bb,True,False,1.5,20,1,15,-0.028665840,,212,99,113,50.471698113,82.460064650,66.666666667,-14.055172400,0.422247697,3.612174504,1.702027202,0.685754190,0.191388026
1738,EUR_NZD,EUR_CHF,bb,False,False,2.5,20,1,15,-0.001639735,,53,23,30,66.037735849,0.723230000,60.000000000,-0.229470000,0.861378227,3.684749467,1.701860114,0.867929993,0.856355206
1739,GBP_USD,USSPX500_Futures,bb,False,False,1.0,20,1,100,0.060590653,,170,114,56,54.117647059,0.996838328,73.333333333,-0.137261497,0.328977860,2.520515033,1.701773827,0.222874353,0.544974285
1740,AUD_JPY,AUD_NZD,bb,False,False,1.5,20,1,50,0.073364548,,135,62,73,51.851851852,64.356691616,53.333333333,-8.452215804,0.583093444,3.982449208,1.701197742,1.275431827,-0.004919976
1741,AUD_JPY,AUD_JPY,di,True,False,20.0,20,1,15,-0.037499275,,123,63,60,57.723577236,51.478073403,66.666666667,-16.912188932,0.638360828,4.162475495,1.700854233,1.228608295,0.018600987
1742,AUD_JPY,CBOE_Volatility_Index,stoch,True,False,30.0,20,1,100,0.026527982,,156,125,31,58.333333333,62.248782142,80.000000000,-16.227362424,0.542225888,3.981906877,1.700792958,0.643775172,0.132752973
1743,AUD_USD,EUR_USD,sma,False,False,1.0,20,1,200,0.052751124,,192,117,75,57.812500000,0.589424248,73.333333333,-0.102044323,0.398990349,3.250632093,1.700768432,0.494798726,0.249529281
1744,GBP_CHF,USD_CHF,di,True,False,20.0,20,1,15,-0.124418596,,120,66,54,53.333333333,0.780174916,66.666666667,-0.168827196,0.431395393,2.779657644,1.700101366,0.497644958,0.350423702
1745,GBP_USD,USD_CHF,bb,True,False,1.5,20,1,200,-0.051863730,,89,62,27,60.674157303,0.629595075,66.666666667,-0.131186275,0.446646009,2.478763317,1.699900103,0.224748415,0.956188632
1746,AUD_JPY,USD_CHF,stoch,True,False,30.0,20,1,200,-0.085076044,,120,78,42,55.833333333,70.475527759,73.333333333,-8.972015676,0.700884939,4.516795115,1.699835753,0.835082233,0.451661393
1747,GBP_JPY,US30_Futures,sma,False,False,1.0,20,1,50,0.061558237,,206,126,80,53.883495146,159.555390373,57.142857143,-11.998017252,0.390091985,3.294069185,1.699682963,0.540649644,0.152963673
1748,CHF_JPY,AUD_USD,bb,False,False,2.0,20,1,100,0.057920845,,66,38,28,51.515151515,44.105691880,60.000000000,-5.939575168,0.676022223,3.231804660,1.699369572,0.594419902,0.786768231
1749,GBP_CHF,EUR_NZD,bb,False,False,1.5,20,1,100,0.056138119,,117,47,70,56.410256410,0.824246104,66.666666667,-0.090941855,0.371095251,2.362254314,1.699228082,0.295504369,0.421849129
1750,CHF_JPY,CHF_JPY,bb,True,False,2.0,20,1,10,-0.030864879,,136,67,69,56.617647059,55.361248955,80.000000000,-4.002971328,0.433265580,2.973646935,1.699159860,0.635982754,0.236424266
1751,USD_CHF,SILVER_USD,stoch,True,False,30.0,20,1,10,-0.045162576,,256,119,137,54.296875000,0.767501427,66.666666667,-0.094131943,0.298924628,2.814935646,1.699077579,0.313459720,0.286299255
